,id,domain,latency1,latency2,latency3,latency4
0,1.0,google.com,210.5569839477539,32.280921936035156,32.070159912109375,32.32002258300781
1,2.0,netflix.com,217.69094467163086,32.24802017211914,32.115936279296875,32.17196464538574
2,,,210.5271816253662,32.35507011413574,32.086849212646484,32.20510482788086
3,,,0.7069110870361328,0.7059574127197266,0.8001327514648438,0.7879734039306641
4,,,0.7140636444091797,0.7710456848144531,0.7150173187255859,0.7100105285644531
5,,,0.7021427154541016,0.6799697875976562,0.7190704345703125,0.7309913635253906
6,,,0.6799697875976562,0.7331371307373047,0.7231235504150391,0.6740093231201172
7,,,0.7050037384033203,0.6990432739257812,0.7500648498535156,0.7150173187255859
8,,,0.7140636444091797,0.6761550903320312,0.6909370422363281,0.7131099700927734
9,,,0.7131099700927734,0.7541179656982422,0.7340908050537109,0.6999969482421875
10,,,0.6968975067138672,0.720977783203125,0.7159709930419922,0.7600784301757812
11,,,0.6930828094482422,0.6761550903320312,0.6930828094482422,0.7288455963134766
12,,,0.8089542388916016,0.7188320159912109,0.7710456848144531,0.7138252258300781
13,,,0.7059574127197266,0.7319450378417969,1.3620853424072266,0.7748603820800781
14,,,0.7121562957763672,0.6568431854248047,0.8189678192138672,0.7390975952148438
15,,,0.7090568542480469,0.7112026214599609,0.7221698760986328,0.7331371307373047
16,,,0.7100105285644531,0.782012939453125,0.7159709930419922,0.6628036499023438
17,,,0.6740093231201172,0.7278919219970703,0.720977783203125,0.7181167602539062
18,,,0.7028579711914062,0.7050037384033203,0.7100105285644531,0.7169246673583984
19,,,0.7622241973876953,0.7798671722412109,0.701904296875,0.7081031799316406
20,,,0.7171630859375,0.7278919219970703,0.6899833679199219,0.7290840148925781
21,,,0.6699562072753906,0.6909370422363281,0.7450580596923828,0.6711483001708984
22,,,0.7081031799316406,0.7379055023193359,0.7150173187255859,0.7178783416748047
23,,,0.7090568542480469,0.7388591766357422,0.7801055908203125,0.6730556488037109
24,,,0.6871223449707031,0.7359981536865234,0.6649494171142578,0.7128715515136719
25,,,0.6971359252929688,0.7140636444091797,0.7119178771972656,0.7069110870361328
26,,,0.7441043853759766,0.7581710815429688,0.7061958312988281,0.7510185241699219
27,,,0.6949901580810547,0.7419586181640625,0.7090568542480469,0.7359981536865234
28,,,0.7300376892089844,0.6859302520751953,0.7419586181640625,0.720977783203125
29,,,0.6880760192871094,0.7188320159912109,0.7109642028808594,0.7159709930419922
30,,,0.6909370422363281,0.7359981536865234,0.7040500640869141,0.6887912750244141
31,,,0.6840229034423828,0.698089599609375,0.6608963012695312,0.7190704345703125
32,,,0.6852149963378906,0.7190704345703125,0.7090568542480469,0.7219314575195312
33,,,0.7250308990478516,0.7681846618652344,0.7050037384033203,0.6999969482421875
34,,,0.7419586181640625,0.7300376892089844,0.6921291351318359,0.7328987121582031
35,,,0.9551048278808594,0.67901611328125,0.7579326629638672,0.7278919219970703
36,,,0.7278919219970703,0.7271766662597656,0.6968975067138672,0.7259845733642578
37,,,0.6930828094482422,0.7500648498535156,0.7300376892089844,0.7009506225585938
38,,,0.6890296936035156,0.6549358367919922,0.7059574127197266,0.7269382476806641
39,,,0.6780624389648438,0.7140636444091797,0.7040500640869141,0.7059574127197266
40,,,0.7350444793701172,0.7619857788085938,0.7519721984863281,0.6721019744873047
41,,,0.6539821624755859,0.7200241088867188,0.7069110870361328,0.8070468902587891
42,,,0.6909370422363281,0.7081031799316406,0.7538795471191406,0.7529258728027344
43,,,0.6849765777587891,0.7638931274414062,0.7150173187255859,0.7379055023193359
44,,,0.6930828094482422,0.762939453125,0.7100105285644531,0.7507801055908203
45,,,0.6880760192871094,0.6530284881591797,0.7030963897705078,0.7228851318359375
46,,,0.6868839263916016,0.7178783416748047,0.7350444793701172,0.7278919219970703
47,,,0.7379055023193359,0.7569789886474609,0.7169246673583984,0.6940364837646484
48,,,0.7410049438476562,0.720977783203125,0.6830692291259766,0.7250308990478516
49,,,0.7169246673583984,0.6527900695800781,0.7390975952148438,0.7200241088867188
50,,,0.6830692291259766,0.7410049438476562,0.7050037384033203,0.7259845733642578
51,,,0.7040500640869141,0.6840229034423828,0.7119178771972656,0.762939453125
52,,,0.6759166717529297,0.6589889526367188,0.7150173187255859,0.7271766662597656
53,,,0.6871223449707031,0.7321834564208984,0.7369518280029297,0.7271766662597656
54,,,0.7498264312744141,0.7870197296142578,0.6880760192871094,0.7219314575195312
55,,,0.6780624389648438,0.7278919219970703,0.6799697875976562,0.7309913635253906
56,,,0.6759166717529297,0.7030963897705078,0.7729530334472656,0.7190704345703125
57,,,0.6840229034423828,0.7569789886474609,0.7250308990478516,0.6680488586425781
58,,,0.7090568542480469,0.7340908050537109,0.7090568542480469,0.7710456848144531
59,,,0.6508827209472656,0.7159709930419922,0.8640289306640625,0.7450580596923828
60,,,0.6611347198486328,0.720977783203125,0.7200241088867188,0.7200241088867188
61,,,0.782012939453125,0.7231235504150391,0.6978511810302734,0.6809234619140625
62,,,0.6930828094482422,0.6840229034423828,0.6530284881591797,0.7281303405761719
63,,,0.6768703460693359,0.6780624389648438,0.7851123809814453,0.7278919219970703
64,,,0.6861686706542969,0.7679462432861328,0.7090568542480469,0.682830810546875
65,,,0.7331371307373047,0.7178783416748047,0.6518363952636719,0.762939453125
66,,,0.6780624389648438,0.6890296936035156,0.7269382476806641,0.7491111755371094
67,,,0.6861686706542969,0.7219314575195312,0.7181167602539062,0.7178783416748047
68,,,0.6868839263916016,0.7390975952148438,0.7090568542480469,0.6620883941650391
69,,,0.6949901580810547,0.6489753723144531,0.6940364837646484,0.7021427154541016
70,,,0.6520748138427734,0.7319450378417969,0.7710456848144531,0.6940364837646484
71,,,0.7009506225585938,0.7791519165039062,0.7088184356689453,0.6561279296875
72,,,0.7510185241699219,0.7381439208984375,0.7190704345703125,0.7748603820800781
73,,,0.7169246673583984,0.701904296875,0.7929801940917969,0.7200241088867188
74,,,0.6530284881591797,0.7200241088867188,0.7321834564208984,0.7140636444091797
75,,,0.6499290466308594,0.7288455963134766,0.7100105285644531,0.7939338684082031
76,,,0.6799697875976562,0.6818771362304688,0.6761550903320312,0.7300376892089844
77,,,0.6840229034423828,0.7259845733642578,0.7550716400146484,0.7171630859375
78,,,0.7278919219970703,0.7929801940917969,0.7169246673583984,0.659942626953125
79,,,0.7269382476806641,0.7081031799316406,0.6508827209472656,0.7910728454589844
80,,,0.6539821624755859,0.6999969482421875,0.7178783416748047,0.7159709930419922
81,,,0.6861686706542969,0.7729530334472656,0.7150173187255859,0.7228851318359375
82,,,0.6749629974365234,0.7410049438476562,0.7121562957763672,0.7798671722412109
83,,,0.6988048553466797,0.6592273712158203,0.6680488586425781,0.7510185241699219
84,,,0.6489753723144531,0.7319450378417969,0.7760524749755859,0.7259845733642578
85,,,0.6821155548095703,0.7920265197753906,0.7159709930419922,0.6558895111083984
86,,,0.74005126953125,0.6918907165527344,0.6830692291259766,0.7240772247314453
87,,,0.6999969482421875,0.6849765777587891,0.6971359252929688,0.7350444793701172
88,,,0.7181167602539062,0.7450580596923828,0.7159709930419922,0.7390975952148438
89,,,0.6818771362304688,0.6902217864990234,0.743865966796875,0.7259845733642578
90,,,0.7050037384033203,0.6518363952636719,0.6990432739257812,0.7359981536865234
91,,,0.7038116455078125,0.6768703460693359,0.762939453125,0.7328987121582031
92,,,0.6799697875976562,0.7369518280029297,0.6988048553466797,0.7119178771972656
